145,Wilmington,DE,39.5645,-75.597
146,Jackson,MS,32.3218,-90.1771
147,Topeka,KS,39.0429,-95.7697
148,Harrisburg,PA,40.3086,-76.8464
149,Staten Island,NY,40.5973,-74.0768
150,Phoenix,AZ,33.2765,-112.1872
151,Paterson,NJ,40.9166,-74.174
152,Greensboro,NC,36.0807,-80.0244
153,Los Angeles,CA,33.7866,-118.2987
154,Abilene,TX,32.432,-99.7724
155,Clearwater,FL,28.0173,-82.7461
156,Troy,MI,42.5991,-83.1789
157,Huntington,WV,38.4096,-82.369
158,Waterbury,CT,41.3657,-72.9275
159,Wilmington,DE,39.5645,-75.597
160,Boston,MA,42.3389,-70.9196
161,Prescott,AZ,34.8185,-112.9584
162,Fort Lauderdale,FL,26.1625,-80.2582
163,Littleton,CO,39.5437,-104.9691
164,Birmingham,AL,33.5446,-86.9292
165,Hartford,CT,41.7638,-72.673
166,Jacksonville,FL,30.3189,-81.6854
167,Stockton,CA,37.9577,-121.2897
168,Omaha,NE,41.249,-96.0274
169,San Bernardino,CA,34.1069,-117.2975
170,Albany,NY,42.6149,-73.9708
171,Escondido,CA,33.0169,-116.846
172,Los Angeles,CA,34.0434,-118.2716
173,Toledo,OH,41.6782,-83.4972
174,Waco,TX,31.5175,-97.1547
175,Hartford,CT,41.7691,-72.701
176,Glendale,AZ,33.2765,-112.1872
177,Dallas,TX,32.7673,-96.7776
178,Young America,MN,44.8055,-93.7665
179,Washington,DC,38.8933,-77.0146
180,Irvine,CA,33.7074,-117.8403
181,Austin,TX,30.4036,-97.7526
182,Rochester,NY,43.1558,-77.6142
183,Eugene,OR,44.0185,-123.0998
184,Oklahoma City,OK,35.5514,-97.4075
185,Lynn,MA,42.4694,-70.9728
186,Arlington,VA,38.8808,-77.113
187,Long Beach,CA,33.8635,-118.1801
188,Columbia,SC,34.006,-80.9708
189,Tulsa,OK,36.1539,-95.9954
190,Amarillo,TX,35.1885,-101.8165
191,Kalamazoo,MI,42.3189,-85.5152
192,Albany,NY,42.6568,-73.7605
193,Austin,TX,30.3264,-97.7713
194,Phoenix,AZ,33.3022,-112.1226
195,Memphis,TN,35.1334,-90.0046
196,Columbia,MO,38.9033,-92.1022
197,El Paso,TX,31.6948,-106.3
198,El Paso,TX,31.8925,-106.5426
199,Roanoke,VA,37.2742,-79.9579
200,Cincinnati,OH,39.111,-84.6594
201,Denver,CO,39.7388,-104.4083
202,Melbourne,FL,27.9246,-80.5235
203,Montpelier,VT,44.2595,-72.585
204,Sacramento,CA,38.3774,-121.4444
205,Vancouver,WA,45.6644,-122.5212
206,Springfield,IL,39.7495,-89.606
207,Miami,FL,25.5584,-80.4582
208,San Francisco,CA,37.7211,-122.4754
209,Boca Raton,FL,26.3462,-80.0844
210,Reston,VA,38.8318,-77.2888
211,Salt Lake City,UT,40.6681,-111.9083
212,Grand Rapids,MI,43.012,-85.6309
213,Cincinnati,OH,39.2692,-84.3307
214,Sioux City,IA,42.5032,-96.3829
215,Philadelphia,PA,40.0018,-75.1179
216,Hayward,CA,37.6374,-122.067
217,Richmond,VA,37.5313,-77.4161
218,Springfield,OH,39.9106,-83.7856
219,Dayton,OH,39.6749,-84.1136
220,Montgomery,AL,32.404,-86.2539
221,San Jose,CA,37.2187,-121.8601
222,Indianapolis,IN,39.849,-86.272
223,Baton Rouge,LA,30.486,-91.1481
224,Memphis,TN,35.2017,-89.9715
225,Houston,TX,29.834,-95.4342
226,San Bernardino,CA,34.84,-115.9671
227,Madison,WI,43.073,-89.4528
228,Waterloo,IA,42.4156,-92.2703
229,Lubbock,TX,33.571,-101.8507
230,Alexandria,LA,31.2034,-92.5269
231,San Antonio,TX,29.3494,-98.4422
232,Montgomery,AL,32.3544,-86.2843
233,San Diego,CA,32.7423,-117.0947
234,Largo,FL,27.8546,-82.7545
235,Boise,ID,43.4599,-116.244
236,Tacoma,WA,47.2061,-122.4822
237,Sioux Falls,SD,43.524,-96.7341
238,Boston,MA,42.3389,-70.9196
239,Jacksonville,FL,30.3449,-81.6831
240,Beaufort,SC,32.3401,-80.689
241,Gatesville,TX,31.3902,-97.7993
242,San Francisco,CA,37.7848,-122.7278
243,Atlanta,GA,33.8444,-84.474
244,Milwaukee,WI,42.9559,-87.9933
245,Denver,CO,39.731,-104.9384
246,Des Moines,IA,41.6727,-93.5722
247,Fort Worth,TX,32.6796,-97.3336
248,Los Angeles,CA,33.7866,-118.2987
249,Bakersfield,CA,35.2944,-118.9052
250,San Francisco,CA,37.7848,-122.7278
251,Chicago,IL,41.8784,-87.633
252,Frederick,MD,39.47,-77.3921
253,Dayton,OH,39.7395,-84.229
254,Jackson,MS,32.3113,-90.3972
255,Anaheim,CA,33.8356,-117.9132
256,Knoxville,TN,35.9244,-84.0015
257,Winston Salem,NC,36.0275,-80.2073
258,Stamford,CT,41.0516,-73.5143
259,Virginia Beach,VA,36.7978,-76.1759
260,Pensacola,FL,30.4481,-87.2589
261,Las Vegas,NV,36.086,-115.1471
262,Houston,TX,29.7758,-95.3121
263,Miami,FL,25.5584,-80.4582
264,Killeen,TX,31.1282,-97.7469
265,Houston,TX,29.834,-95.4342
266,Lexington,KY,38.0283,-84.4715
267,Springfield,IL,39.7655,-89.7293
268,Dallas,TX,32.7673,-96.7776
269,Clearwater,FL,27.9139,-82.7157
270,Oklahoma City,OK,35.3425,-97.6317
271,Tampa,FL,27.872,-82.4388
272,Columbus,OH,39.969,-83.0114
273,Phoenix,AZ,33.3022,-112.1226
274,Kansas City,MO,38.9621,-94.5959
275,Shawnee Mission,KS,38.949,-94.7405
276,Fredericksburg,VA,38.3365,-77.4366
277,Fort Pierce,FL,27.4049,-80.3623
278,Akron,OH,41.1075,-81.5006
279,Denver,CO,39.7388,-104.4083
280,Pittsburgh,PA,40.4344,-80.0248
281,Mesquite,TX,32.7403,-96.5618
282,San Diego,CA,33.0169,-116.846
283,Springfield,MA,42.0999,-72.5783
284,New York City,NY,40.7808,-73.9772
285,Buffalo,NY,42.8441,-78.8182
286,Alexandria,VA,38.8158,-77.09
287,Cambridge,MA,42.362,-71.083
288,El Paso,TX,31.6948,-106.3
289,Mobile,AL,30.7309,-88.0789
290,Mesa,AZ,33.3887,-111.8428
291,Inglewood,CA,33.7866,-118.2987
292,Chicago,IL,41.9699,-87.7603
293,Idaho Falls,ID,43.3233,-111.7822
294,Washington,DC,38.8981,-77.0401
295,Bonita Springs,FL,26.3771,-81.7334
296,Los Angeles,CA,33.7866,-118.2987
297,El Paso,TX,31.7705,-106.5048
298,Houston,TX,29.834,-95.4342
299,Miami,FL,25.6364,-80.3187
300,Mc Keesport,PA,40.4344,-80.0248
301,New York City,NY,40.7808,-73.9772
302,Mobile,AL,30.6589,-88.178
303,Los Angeles,CA,33.7866,-118.2987
304,Henderson,NV,36.0384,-115.0857
305,Fort Myers,FL,26.5228,-81.7065
306,Woburn,MA,42.4464,-71.4594
307,Salt Lake City,UT,40.7286,-111.6627
308,Springfield,MA,42.1707,-72.6048
309,Corpus Christi,TX,27.777,-97.4632
310,Paterson,NJ,40.9166,-74.174
311,Minneapolis,MN,44.9378,-93.2545
312,Houston,TX,29.7687,-95.3867
313,Boise,ID,43.5851,-116.2191
314,Orange,CA,33.7867,-117.8742
315,Minneapolis,MN,44.8756,-93.2553
316,Washington,DC,38.8933,-77.0146
317,Glendale,CA,33.7866,-118.2987
318,Nashville,TN,36.1866,-86.7852
319,Minneapolis,MN,45.0058,-93.4193
320,Charleston,SC,32.7831,-79.937
321,Pittsburgh,PA,40.4181,-80.0526
322,Midland,TX,31.8693,-102.0317
323,Charleston,WV,38.3358,-81.6123
324,Paterson,NJ,40.9252,-74.1781
325,Las Vegas,NV,35.9279,-114.9721
326,Duluth,GA,34.0047,-84.1532
327,Katy,TX,29.8678,-95.8298
328,Columbus,GA,32.491,-84.8741
329,San Diego,CA,33.0169,-116.846
330,Houston,TX,29.7179,-95.4263
331,Manassas,VA,38.7202,-77.4391
332,Macon,GA,32.8118,-83.565
333,Sacramento,CA,38.3774,-121.4444
334,Louisville,KY,38.2149,-85.6245
335,Southfield,MI,42.4981,-83.2058
336,Chicago,IL,41.776,-87.6674
337,Roanoke,VA,37.2742,-79.9579
338,Charlotte,NC,35.26,-80.8042
339,Bronx,NY,40.8085,-73.9198
340,Orlando,FL,28.5663,-81.2608
341,South Bend,IN,41.6255,-86.2433
342,Madison,WI,43.0696,-89.4239
343,Syracuse,NY,43.0123,-76.1452
344,El Paso,TX,31.6948,-106.3
345,Cincinnati,OH,39.1668,-84.5382
346,Port Saint Lucie,FL,27.3822,-80.409
347,Houston,TX,29.7179,-95.4263
348,Monroe,LA,32.4968,-92.0756
349,Miami,FL,25.9597,-80.1403
350,Kansas City,MO,39.0663,-94.5674
351,Fairbanks,AK,64.8561,-146.276
352,El Paso,TX,31.6948,-106.3
353,Denver,CO,39.6888,-105.156
354,Lake Charles,LA,30.2642,-93.3265
355,Austin,TX,30.4501,-97.4865
356,Madison,WI,43.0696,-89.4239
357,Rochester,NY,43.286,-77.6843
358,Knoxville,TN,35.9924,-84.1201
359,Saint Paul,MN,44.968,-93.1981
360,West Palm Beach,FL,26.6654,-80.0929
361,New York City,NY,40.7808,-73.9772
362,Augusta,GA,33.413,-82.1337
363,Jacksonville,FL,30.351,-81.5061
364,Tulsa,OK,36.1398,-96.0297
365,Las Vegas,NV,35.9279,-114.9721
366,Billings,MT,45.9497,-108.599
367,Pueblo,CO,38.1286,-104.5523
368,Las Cruces,NM,32.3052,-106.7863
369,Augusta,GA,33.413,-82.1337
370,Albany,NY,42.6149,-73.9708
371,San Diego,CA,32.8919,-117.2035
372,Buffalo,NY,42.7684,-78.8871
373,Portsmouth,VA,36.8686,-76.3552
374,Washington,DC,38.892,-77.0452
375,Lake Charles,LA,30.2642,-93.3265
376,Fort Worth,TX,32.7233,-97.269
377,Columbus,GA,32.5161,-84.9785
378,Baltimore,MD,39.2847,-76.6205
379,Arlington,VA,38.8836,-77.1395
380,Cumming,GA,34.2216,-84.1537
381,Washington,DC,38.8952,-77.0365
382,Wilmington,DE,39.5645,-75.597
383,Appleton,WI,44.2425,-88.3564
384,Washington,DC,38.8933,-77.0146
385,Cleveland,OH,41.4509,-81.619
386,Saint Petersburg,FL,27.7391,-82.6435
387,Minneapolis,MN,45.0159,-93.4719
388,Peoria,IL,40.7857,-89.6177
389,Dallas,TX,32.7673,-96.7776
390,Peoria,AZ,33.7169,-112.238
391,Dayton,OH,39.739,-84.0856
392,Minneapolis,MN,45.0632,-93.3811
393,Grand Junction,CO,39.1071,-108.5968
394,Orlando,FL,28.5469,-81.2571
395,Clearwater,FL,27.8918,-82.7248
396,Oceanside,CA,33.1968,-117.2831
397,New York City,NY,40.7808,-73.9772
398,San Diego,CA,33.0169,-116.846
399,Houston,TX,29.834,-95.4342
400,Omaha,NE,41.2335,-96.1188
401,Oxnard,CA,34.0324,-119.1343
402,Hampton,VA,37.0318,-76.3199
403,Mesa,AZ,33.4707,-111.7188
404,Atlanta,GA,33.786,-84.3514
405,Toledo,OH,41.6538,-83.6589
406,Houston,TX,29.834,-95.4342
407,Columbia,SC,34.0635,-81.0265
408,Tulsa,OK,36.1398,-96.0297
409,Concord,CA,37.7772,-121.9554
410,Young America,MN,44.8055,-93.7665
411,Flint,MI,43.0349,-83.6887
412,Newport News,VA,37.1959,-76.5248
413,Charlotte,NC,35.1316,-80.8577
414,Jamaica,NY,40.6914,-73.8061
415,Austin,TX,30.3752,-97.9007
416,Salt Lake City,UT,40.7713,-111.9309
417,Waterbury,CT,41.3657,-72.9275
418,Seminole,FL,27.8444,-82.7963
419,South Bend,IN,41.6255,-86.2433
420,Nashville,TN,36.1114,-86.869
421,Akron,OH,41.1075,-81.5006
422,Minneapolis,MN,45.0242,-93.302
423,Bronx,NY,40.8139,-73.8841
424,Atlanta,GA,33.8444,-84.474
425,Evansville,IN,37.9971,-87.575
426,Buffalo,NY,42.7684,-78.8871
427,Orlando,FL,28.3822,-81.569
428,Reno,NV,39.5224,-119.8353
429,Longview,TX,32.5547,-94.7767
430,Provo,UT,40.177,-111.536
431,Bronx,NY,40.8702,-73.8495
432,Roanoke,VA,37.2742,-79.9579
433,Milwaukee,WI,43.0685,-87.9715
434,Baltimore,MD,39.2847,-76.6205
435,Baton Rouge,LA,30.5159,-91.0804
436,Roanoke,VA,37.2742,-79.9579
437,Los Angeles,CA,33.9631,-118.3941
438,Topeka,KS,39.0429,-95.7697
439,Petaluma,CA,38.4631,-122.99
440,Charleston,WV,38.2968,-81.5547
441,Fort Lauderdale,FL,26.1654,-80.2959
442,Fort Wayne,IN,41.1465,-85.1232
443,Virginia Beach,VA,36.7978,-76.1759
444,Miami,FL,25.7559,-80.2013
445,Charlotte,NC,35.26,-80.8042
446,Santa Clara,CA,37.3924,-121.9623
447,Washington,DC,38.9035,-77.0276
448,Virginia Beach,VA,36.7957,-76.0126
449,Wichita,KS,37.6808,-97.1558
450,Buffalo,NY,42.8441,-78.8182
451,Lubbock,TX,33.571,-101.8507
452,Honolulu,HI,21.3278,-157.8294
453,Fort Worth,TX,32.7714,-97.2915
454,San Diego,CA,32.8891,-117.1005
455,Houston,TX,29.7853,-95.1852
456,New York City,NY,40.7808,-73.9772
457,Canton,OH,40.8259,-81.3399
458,Boston,MA,42.3253,-71.1122
459,San Bernardino,CA,34.1446,-117.3013
460,Chicago,IL,41.9699,-87.7603
461,San Diego,CA,33.0169,-116.846
462,Tallahassee,FL,30.4793,-84.3462
463,Monroe,LA,32.4968,-92.0756
464,Nashville,TN,36.1114,-86.869
465,Philadelphia,PA,40.0018,-75.1179
466,Madison,WI,43.0696,-89.4239
467,Tuscaloosa,AL,33.1617,-87.5144
468,Dallas,TX,32.7942,-96.7652
469,Saint Paul,MN,44.9608,-93.1216
470,Las Vegas,NV,36.2235,-115.2655
471,Akron,OH,41.076,-81.4644
472,Jacksonville,FL,30.2407,-81.893
473,Tallahassee,FL,30.4494,-84.291
474,Pompano Beach,FL,26.2288,-80.1635
475,Memphis,TN,35.2017,-89.9715
476,Charleston,WV,38.2968,-81.5547
477,Pasadena,CA,33.7866,-118.2987
478,Glendale,CA,34.1378,-118.2424
479,Lawrenceville,GA,33.9367,-83.9573
480,Denver,CO,39.7002,-105.0028
481,South Bend,IN,41.5968,-86.293
482,Springfield,OH,39.9106,-83.7856
483,Oklahoma City,OK,35.5514,-97.4075
484,Houston,TX,29.834,-95.4342
485,Lawrenceville,GA,33.9464,-83.9912
486,Erie,PA,42.1109,-80.1534
487,Fort Worth,TX,32.7714,-97.2915
488,Rockford,IL,42.3254,-89.1705
489,Philadelphia,PA,40.0343,-75.1213
490,Detroit,MI,42.2399,-83.1508
491,Lubbock,TX,33.571,-101.8507
492,Tulsa,OK,36.0467,-95.8841
493,Baltimore,MD,39.2847,-76.6205
494,Phoenix,AZ,33.2765,-112.1872
495,Saint Louis,MO,38.5814,-90.2625
496,San Jose,CA,37.2187,-121.8601
497,Saint Petersburg,FL,27.6705,-82.7119
498,Macon,GA,32.8118,-83.565
499,New York City,NY,40.7808,-73.9772
500,Lehigh Acres,FL,26.6492,-81.6167
501,Worcester,MA,42.3648,-71.8969
502,Los Angeles,CA,33.7866,-118.2987
503,Indianapolis,IN,39.8726,-86.2768
504,Philadelphia,PA,40.0018,-75.1179
505,Greenville,SC,34.8497,-82.4538
506,Wilmington,DE,39.5645,-75.597
507,Denver,CO,39.7388,-104.4083
508,Sacramento,CA,38.6406,-121.444
509,Beaumont,TX,30.0211,-94.1157
510,South Bend,IN,41.5968,-86.293
511,Staten Island,NY,40.5973,-74.0768
512,Moreno Valley,CA,33.9377,-117.1851
513,Spokane,WA,47.6536,-117.4317
514,Saint Paul,MN,45.071,-92.9391
515,Hartford,CT,41.7918,-72.7188
516,Amarillo,TX,35.0763,-101.8349
517,Saint Louis,MO,38.6531,-90.2435
518,Hartford,CT,41.7638,-72.673
519,Boise,ID,43.4599,-116.244
520,Watertown,MA,42.37,-71.1773
521,Tampa,FL,27.872,-82.4388
522,Dallas,TX,32.7948,-96.7697
523,Houston,TX,29.7758,-95.3121
524,Fargo,ND,46.9346,-97.2297
525,Austin,TX,30.4455,-97.6595
526,Fort Smith,AR,35.191,-94.2382
527,Indianapolis,IN,39.7795,-86.1328
528,San Antonio,TX,29.6701,-98.6873
529,Jamaica,NY,40.6913,-73.8059
530,Washington,DC,38.8933,-77.0146
531,Stamford,CT,41.0516,-73.5143
532,Oklahoma City,OK,35.3425,-97.6317
533,New York City,NY,40.8265,-73.9383
534,Richmond,VA,37.5498,-77.4588
535,Tampa,FL,27.872,-82.4388
536,Chandler,AZ,33.2765,-112.1872
537,Mobile,AL,30.7309,-88.0789
538,Little Rock,AR,34.7269,-92.344
539,Spokane,WA,47.6964,-117.4399
540,Portland,OR,45.5287,-122.6363
541,El Paso,TX,31.6948,-106.3
542,Brooklyn,NY,40.6794,-74.0014
543,Raleigh,NC,35.7667,-78.6008
544,Houston,TX,29.7758,-95.3121
545,Warren,OH,41.2405,-80.8441
546,San Diego,CA,33.0169,-116.846
547,Murfreesboro,TN,35.8596,-86.421
548,Savannah,GA,32.0175,-80.997
549,Memphis,TN,35.0821,-89.8501
550,Daytona Beach,FL,29.0227,-81.1722
551,Chattanooga,TN,35.2211,-85.2091
552,Kissimmee,FL,27.9953,-81.2593
553,Anaheim,CA,33.8356,-117.9132
554,Mobile,AL,30.7309,-88.0789
555,Cincinnati,OH,39.1668,-84.5382
556,Washington,DC,38.8933,-77.0146
557,Irving,TX,32.8479,-96.974
558,Odessa,TX,31.7466,-102.567
559,Richmond,VA,37.5498,-77.4588
560,Cleveland,OH,41.4571,-81.7844
561,Newark,NJ,40.7107,-74.2131
562,Washington,DC,38.9,-77.0369
563,New Orleans,LA,30.033,-89.8826
564,Richmond,VA,37.5242,-77.4932
565,Sarasota,FL,27.2866,-82.477
566,New Orleans,LA,30.033,-89.8826
567,Houston,TX,29.7758,-95.3121
568,Milwaukee,WI,43.0174,-87.5697
569,Young America,MN,44.8055,-93.7665
570,Philadelphia,PA,40.0343,-75.1213
571,Roanoke,VA,37.2742,-79.9579
572,Tampa,FL,27.872,-82.4388
573,Waco,TX,31.5175,-97.1547
574,Salt Lake City,UT,40.6681,-111.9083
575,Birmingham,AL,33.5446,-86.9292
576,Little Rock,AR,34.6725,-92.3529
577,Seattle,WA,47.4497,-122.3076
578,Jacksonville,FL,30.0956,-81.6217
579,Dallas,TX,32.7673,-96.7776
580,Kansas City,MO,39.035,-94.3567
581,Anchorage,AK,61.204,-149.8084
582,Saint Louis,MO,38.6531,-90.2435
583,Beaufort,SC,32.3401,-80.689
584,Kansas City,MO,39.035,-94.3567
585,Seattle,WA,47.6849,-122.2968
586,Mansfield,OH,40.7779,-82.4613
587,Norfolk,VA,36.9312,-76.2397
588,Orange,CA,33.7867,-117.8742
589,Columbus,OH,40.1454,-82.9817
590,Evansville,IN,37.9971,-87.575
591,Simi Valley,CA,34.0324,-119.1343
592,Denver,CO,39.7388,-104.4083
593,Gainesville,FL,29.6785,-82.3679
594,Brockton,MA,41.9705,-70.7014
595,Nashville,TN,36.0986,-86.8219
596,Boston,MA,42.3253,-71.1122
597,San Diego,CA,32.7423,-117.0947
598,Mesa,AZ,33.4368,-111.7129
599,Houston,TX,29.834,-95.4342
600,Bakersfield,CA,35.4369,-119.0679
601,Colorado Springs,CO,38.8152,-104.7703
602,Chicago,IL,41.8119,-87.6873
603,Lincoln,NE,40.8063,-96.6545
604,Maple Plain,MN,45.0159,-93.4719
605,Beaumont,TX,30.0211,-94.1157
606,Edmond,OK,35.6665,-97.4798
607,Pittsburgh,PA,40.4344,-80.0248
608,Maple Plain,MN,45.0159,-93.4719
609,Wilkes Barre,PA,41.2044,-75.9113
610,Wilmington,DE,39.7434,-75.5827
611,Dallas,TX,32.7673,-96.7776
612,Huntington,WV,38.4134,-82.2774
613,Springfield,IL,39.7495,-89.606
614,San Diego,CA,33.0169,-116.846
615,Atlanta,GA,33.7406,-84.5545
616,Clearwater,FL,27.9843,-82.7813
617,Columbus,OH,40.0495,-83.0669
618,Los Angeles,CA,34.0447,-118.4487
619,Kansas City,MO,39.2829,-94.409
620,Washington,DC,38.8933,-77.0146
621,Chicago,IL,41.9229,-87.6483
622,Wilmington,NC,34.2651,-77.867
623,Dayton,OH,39.8285,-84.2024
624,Arlington,TX,32.7714,-97.2915
625,Scranton,PA,41.3914,-75.6657
626,Warren,MI,42.5125,-83.0643
627,New York City,NY,40.7808,-73.9772
628,Hartford,CT,41.7918,-72.7188
629,Grand Junction,CO,39.1071,-108.5968
630,San Jose,CA,37.2602,-121.7709
631,Tacoma,WA,47.2061,-122.4822
632,Orange,CA,33.7915,-117.714
633,Nashville,TN,36.0986,-86.8219
634,Houston,TX,29.834,-95.4342
635,Fresno,CA,36.7377,-119.7843
636,Atlanta,GA,33.7629,-84.4226
637,Charleston,SC,32.7831,-79.937
638,Orlando,FL,28.5456,-81.3782
639,Atlanta,GA,33.8932,-84.2539
640,Jacksonville,FL,30.2407,-81.893
641,Fort Lauderdale,FL,26.1457,-80.4483
642,Denver,CO,39.7388,-104.4083
643,Metairie,LA,29.6779,-90.0901
644,Charlotte,NC,35.26,-80.8042
645,Honolulu,HI,21.3062,-157.8585
646,Washington,DC,38.8976,-77.027
647,Sacramento,CA,38.6157,-121.5053
648,Oklahoma City,OK,35.4312,-97.4913
649,Tampa,FL,27.872,-82.4388
650,Washington,DC,38.8933,-77.0146
651,Syracuse,NY,43.0123,-76.1452
652,Anaheim,CA,33.8359,-117.9086
653,Carol Stream,IL,41.9166,-88.1208
654,Jacksonville,FL,30.0956,-81.6217
